id,HomeTeam,AwayTeam,Unnamed: 0,HTP,ATP,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,HTGD,ATGD,DiffFormPts
4753,Reading,West Ham,4753,-1.337389425,-0.146745658,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.139527221,-0.093145079,-0.15
4754,Stoke,Southampton,4754,0.360251111,-0.720207833,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.302346376,-0.814763883,0.2
4755,Sunderland,Tottenham,4755,-0.205629067,0.809024632,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.274403063,0.628473724,-0.05
4756,Everton,Chelsea,4756,0.831817927,1.286909777,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.662814775,1.494416288,-0.05
4757,QPR,Liverpool,4757,-1.337389425,0.0444084,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.211620901,0.123340562,-0.2
4758,Man City,Stoke,4758,1.397698106,0.331139487,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.311657894,0.267664322,-0.1
4759,Southampton,Arsenal,4759,-0.677195883,0.809024632,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.779058822,1.277930647,-0.35
4760,Swansea,Aston Villa,4760,0.23449996,-0.706553972,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.357274894,-1.670397607,0.047619048
4761,Tottenham,Reading,4761,0.953077965,-1.161682681,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.700578131,-1.051867204,0.285714286
4762,West Brom,Fulham,4762,0.683611213,-0.433476746,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.219953599,-0.433336801,0.142857143
4763,West Ham,Norwich,4763,0.054855459,-0.069373779,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.013971657,-0.639513603,-0.095238095
4764,Wigan,Man United,4764,-0.663722546,2.115244028,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.878616761,1.490980009,-0.428571429
4765,Chelsea,QPR,4765,1.132722468,-1.434759907,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.387184606,-1.395495205,0.380952381
4766,Liverpool,Sunderland,4766,0.23449996,-0.342451003,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.357274894,-0.364611201,0
4767,Newcastle,Everton,4767,-0.484078045,0.658832157,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.741295466,0.528821604,-0.333333333
4768,Aston Villa,Southampton,4768,-0.663722546,-0.706553972,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.633883883,-0.776964803,-0.095238095
4769,Everton,Swansea,4769,0.683611213,0.203703447,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.563256837,0.322644802,0.238095238
4770,Fulham,Wigan,4770,-0.222776951,-0.781029579,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.313726888,-1.136212259,0.045454545
4771,Norwich,Newcastle,4771,-0.137037531,-0.607253162,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.641425434,-0.808203711,0
4772,QPR,Tottenham,4772,-1.165910583,1.043622795,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.231282814,0.766237313,-0.318181818
4773,Reading,West Brom,4773,-1.165910583,0.522293545,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.100203396,0.11022022,-0.136363636
4774,Stoke,Chelsea,4774,0.205920153,1.217399211,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.079511365,1.553457827,-0.272727273
4775,Sunderland,West Ham,4775,-0.394255794,-0.085923912,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.510346016,-0.217788327,0.090909091
4776,Arsenal,Man City,4776,0.634617258,1.564952042,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.062607,1.422254408,-0.090909091
4777,Man United,Liverpool,4777,2.177926839,0.348517128,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.71800409,0.503830477,0.181818182
4778,Chelsea,Southampton,4778,1.234793207,-0.520364953,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.586924672,-0.677000294,0.272727273
4779,Liverpool,Norwich,4779,0.377398996,-0.172812122,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.538289329,-0.677000294,0.272727273
4780,Man City,Fulham,4780,1.65603471,-0.267255825,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.51853541,-0.334730504,0.304347826
4781,Newcastle,Reading,4781,-0.558279035,-1.015249966,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.73831022,-1.024974578,-0.130434783
4782,Swansea,Stoke,4782,0.179825547,0.065186014,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.327422438,-0.209231583,0.086956522
4783,West Brom,Aston Villa,4783,0.425860408,-0.765918585,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.076661813,-1.589719729,0.217391304
4784,West Ham,QPR,4784,-0.066209314,-1.181470886,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,-0.174098813,-1.213222962,0
4785,Wigan,Sunderland,4785,-0.722302273,-0.267255825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-1.051761003,-0.334730504,-0.217391304
4786,Chelsea,Arsenal,4786,1.16396499,0.480738316,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.51853541,0.920258718,0.130434783
4787,Tottenham,Man United,4787,0.999941749,2.226057976,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.766253533,1.673252252,-0.086956522
4788,Southampton,Everton,4788,-0.476267414,0.730069694,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.612929908,0.543761952,-0.130434783
4789,Arsenal,West Ham,4789,0.507872029,-0.101034906,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.954324003,-0.209231583,0.130434783
4790,Aston Villa,Newcastle,4790,-0.708633672,-0.672419318,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.487980008,-0.802736903,0.041666667
4791,QPR,Man City,4791,-1.101606017,1.717006408,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.127511608,1.542524208,-0.291666667
4792,Stoke,Wigan,4792,-0.001283448,-0.831714366,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.286418676,-1.103411404,0
4793,Sunderland,Swansea,4793,-0.079877916,0.283350972,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.22634061,0.399961103,0
4794,Arsenal,Liverpool,4794,0.627472308,0.362998497,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.155454922,0.700635604,-0.083333333
4795,Everton,West Brom,4795,0.706066776,0.362998497,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.554674256,0.039151702,0.166666667
4796,Fulham,West Ham,4796,-0.315661324,-0.194534173,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.40657481,-0.441927502,0.041666667
4797,Man United,Southampton,4797,2.120767223,-0.51312427,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.636079453,-0.622332202,0.25
4798,Norwich,Tottenham,4798,-0.237066856,0.920531165,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.887199342,0.700635604,-0.416666667
4799,Reading,Chelsea,4799,-0.78722814,1.239121262,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.887199342,1.482389309,0
4800,Arsenal,Stoke,4800,0.586603183,-0.051168629,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.10979559,-0.30963072,0.12
4801,Everton,Aston Villa,4801,0.812955255,-0.815784862,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.590721095,-1.52195031,0.24
4802,Fulham,Man United,4802,-0.167903722,2.166218444,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.274403063,1.595442921,-0.24
4803,Newcastle,Chelsea,4803,-0.469706484,1.172217342,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.67812767,1.422254408,-0.16
4804,QPR,Norwich,4804,-1.073312009,-0.280553499,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.081852277,-0.886925763,0.16
4805,Reading,Sunderland,4805,-0.771509246,-0.127630253,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.851152502,-0.251901216,0.12
4806,West Ham,Swansea,4806,-0.243354413,0.254677863,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.505102838,0.383123331,-0.2
4807,Wigan,Southampton,4807,-0.771509246,-0.586399992,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-1.024177333,-0.656007746,-0.04
4808,Man City,Liverpool,4808,1.64291285,0.331139487,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.513520198,0.671770852,0.12
4809,West Brom,Tottenham,4809,0.284800421,0.866370849,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.013971657,0.671770852,-0.32
4810,Chelsea,Wigan,4810,1.056719024,-0.801080703,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1.3449319,-1.020147696,0.192307692
4811,Norwich,Fulham,4811,-0.249158312,-0.286435162,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.817878496,-0.354038032,-0.153846154
4812,Southampton,Man City,4812,-0.539353276,1.551584626,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.596051788,1.422254408,-0.192307692
4813,Stoke,Reading,4813,-0.10406083,-0.654039119,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.318768405,-0.798111141,-0.346153846
4814,Sunderland,Arsenal,4814,-0.176609572,0.669335128,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.263311727,1.089199575,0
4815,Swansea,QPR,4815,0.186134134,-1.095163869,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.346711718,-1.075656835,-0.038461538
4816,Tottenham,Newcastle,4816,0.984170284,-0.359955955,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.734908455,-0.631583725,0.076923077
4817,Aston Villa,West Ham,4817,-0.756999498,-0.139393579,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.427901941,-0.465056309,-0.038461538
4818,Man United,Everton,4818,2.217498879,0.742855919,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.622215284,0.534108189,0.153846154
4819,Liverpool,West Brom,4819,0.331231616,0.154689588,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.679451779,-0.076492337,0.269230769
4820,Liverpool,Swansea,4820,0.23449996,0.274501247,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.547998914,0.460096003,-0.111111111
4821,Arsenal,Aston Villa,4821,0.793393965,-0.645870143,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.135428899,-1.357314317,0.185185185
4822,Fulham,Stoke,4822,-0.254532293,-0.00868995,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.306444698,-0.288249422,0.037037037
4823,Norwich,Everton,4823,-0.254532293,0.628490245,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.787069231,0.406642758,-0.074074074
4824,QPR,Man United,4824,-1.092873298,2.256839626,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.160888312,1.636067386,-0.333333333
4825,Reading,Wigan,4825,-0.673702795,-0.858263541,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.787069231,-1.143501338,0.259259259
4826,West Brom,Sunderland,4826,0.30436171,-0.291881147,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.067374382,-0.341702667,-0.111111111
4827,Man City,Chelsea,4827,1.422149719,1.124074839,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.295637076,1.422254408,0
4828,Newcastle,Southampton,4828,-0.394255794,-0.433476746,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.626861053,-0.502062401,0.037037037
4829,West Ham,Tottenham,4829,-0.184670543,1.05327704,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.466652875,0.727362227,-0.185185185
4830,Chelsea,West Brom,4830,1.020444654,0.385754933,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.301358797,0.082105201,0
4831,Everton,Reading,4831,0.548877838,-0.774823279,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.374440056,-0.948778804,-0.071428571
4832,Man United,Norwich,4832,2.300411726,-0.160399519,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.713322682,-0.742602002,0.25
4833,Southampton,QPR,4833,-0.461622482,-1.184439117,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.552478685,-1.258044005,0.071428571
4834,Stoke,West Ham,4834,-0.057422353,-0.296938133,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.295001257,-0.536425201,0.035714286
4835,Sunderland,Fulham,4835,-0.326889105,-0.160399519,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.346496743,-0.278704201,-0.107142857
4836,Swansea,Newcastle,4836,0.212044397,-0.296938133,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.219953599,-0.536425201,-0.071428571
4837,Wigan,Liverpool,4837,-0.663722546,0.317485626,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.912947085,0.752179805,-0.107142857
4838,Tottenham,Arsenal,4838,1.155178029,0.863640078,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.786403941,1.112989207,-0.071428571
4839,Aston Villa,Man City,4839,-0.663722546,1.478063835,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.32491097,1.319166008,-0.107142857
4840,Norwich,Southampton,4840,-0.199124697,-0.56530713,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.880984369,-0.618184967,0.068965517
4841,QPR,Sunderland,4841,-0.979649083,-0.367561552,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.129583265,-0.369350897,0.103448276
4842,Reading,Aston Villa,4842,-0.784517987,-0.763052708,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.980423927,-1.364687178,0
4843,West Brom,Swansea,4843,0.321224893,0.291590372,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.063691436,0.227850871,-0.034482759
4844,Liverpool,Tottenham,4844,0.45131229,1.214403066,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.958647462,0.775285826,-0.172413793
4845,Newcastle,Stoke,4845,-0.329212094,-0.169815977,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.532945915,-0.369350897,0.172413793
4846,Aston Villa,QPR,4846,-0.719474287,-1.026713478,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-1.328462383,-1.165619921,-0.034482759
4847,Everton,Man City,4847,0.646443386,1.543979028,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.46144967,1.32272078,-0.034482759
4848,Man United,Reading,4848,2.337579553,-0.828967901,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.853603488,-1.016319479,0.379310345
4849,Southampton,Liverpool,4849,-0.524343191,0.423420756,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.582665693,0.924586268,-0.137931034
4850,Stoke,West Brom,4850,-0.205629067,0.394857505,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.37052797,0.075232642,-0.2
4851,Swansea,Arsenal,4851,0.23449996,0.840883642,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.206221469,1.085498967,-0.2
4852,Chelsea,West Ham,4852,1.177633592,-0.242322687,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.359720347,-0.550170322,0.1
4853,Sunderland,Norwich,4853,-0.394255794,-0.242322687,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.418590423,-0.886925763,-0.166666667
4854,Tottenham,Fulham,4854,1.114758017,-0.051168629,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.734908455,-0.213414879,0.133333333
4855,Wigan,Newcastle,4855,-0.58288252,-0.242322687,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.995339861,-0.502062401,-0.066666667
4856,Arsenal,Reading,4856,0.863255716,-0.87950288,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.119408082,-1.031249524,0.3
4857,Everton,Stoke,4857,0.737504564,-0.242322687,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.542658643,-0.405846561,0.133333333
4858,Man City,Newcastle,4858,1.429135895,-0.242322687,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.215532987,-0.502062401,-0.066666667
4859,Southampton,Chelsea,4859,-0.520006945,1.159473738,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.562777782,1.326038567,-0.133333333
4860,Sunderland,Man United,4860,-0.394255794,2.403002826,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.404636808,1.794702822,-0.419354839
4861,Swansea,Tottenham,4861,0.153370187,0.98476304,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.10699576,0.630801526,-0.096774194
4862,West Ham,West Brom,4862,-0.090019138,0.368137047,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,-0.404636808,0.072128905,-0.129032258
4863,Wigan,Norwich,4863,-0.455103126,-0.248488947,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.916269373,-0.858992132,0.096774194
4864,Aston Villa,Liverpool,4864,-0.455103126,0.429799645,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.148829632,0.817025734,0
4865,Fulham,QPR,4865,0.092522855,-0.92677754,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.125564499,-1.045216339,0.161290323
4866,Norwich,Swansea,4866,-0.2117138,0.12148665,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.82324527,0.072128905,0
4867,Reading,Southampton,4867,-0.881034442,-0.433476746,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1.009293476,-0.486543717,-0.225806452
4868,Stoke,Aston Villa,4868,-0.2117138,-0.495139346,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.358124755,-1.184884495,-0.161290323
4869,West Brom,Arsenal,4869,0.396759511,0.92310044,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.10699576,1.189474148,-0.064516129
4870,Chelsea,Sunderland,4870,1.138336358,-0.493212389,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.275611054,-0.471994951,0.21875
4871,Liverpool,West Ham,4871,0.548877838,-0.13479853,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.870084105,-0.426893776,0.15625
4872,Newcastle,Fulham,4872,-0.335309942,-0.015327244,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.661906592,-0.2013879,-0.125
4873,QPR,Wigan,4873,-0.924768462,-0.493212389,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-1.022374991,-0.923006703,-0.125
4874,Tottenham,Everton,4874,1.079390506,0.761236117,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.689849905,0.520230904,-0.03125
4875,Man United,Man City,4875,2.258307545,1.537799478,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.726196553,1.332052057,0
4876,Arsenal,Norwich,4876,1.020444654,-0.314005459,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1.230552504,-0.877905528,0.21875
4877,Aston Villa,Fulham,4877,-0.512147498,-0.015327244,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-1.157550641,-0.2013879,-0.125
4878,Everton,QPR,4878,0.784661246,-0.971097534,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.554674256,-1.058310229,0.125
4879,Reading,Liverpool,4879,-0.924768462,0.522293545,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.112492091,0.83593913,-0.375
4880,Southampton,West Ham,4880,-0.165617338,-0.143849384,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-0.291880318,-0.414593456,0.060606061
4881,Newcastle,Sunderland,4881,-0.222776951,-0.549327691,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.597732293,-0.502062401,0.121212121
4882,Stoke,Man United,4882,-0.33709618,2.289020445,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.466652875,1.728395718,-0.333333333
4883,Arsenal,Everton,4883,1.091894171,0.840883642,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1.281072697,0.591299422,-0.03030303
4884,Fulham,Chelsea,4884,0.005861504,1.188436473,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.1608009,1.334785461,-0.121212121
4885,Man City,Wigan,4885,1.606330698,-0.549327691,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.368458975,-0.93940713,0.151515152
4886,West Ham,Man United,4886,-0.108457723,2.289020445,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.379266598,1.728395718,-0.121212121
4887,Fulham,Arsenal,4887,0.005861504,1.07258553,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.1608009,1.247316516,-0.121212121
4888,Norwich,Reading,4888,-0.279936565,-1.012731467,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.816197991,-1.201813968,0.090909091
4889,QPR,Stoke,4889,-0.908692321,-0.375551274,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.990970548,-0.502062401,0.181818182
4890,Sunderland,Everton,4890,-0.394255794,0.803402455,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.32529272,0.57329111,-0.205882353
4891,Swansea,Southampton,4891,0.049571798,-0.208589618,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.056379704,-0.318120353,-0.264705882
4892,West Brom,Newcastle,4892,0.216007145,-0.321033183,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.028436391,-0.742602002,-0.029411765
4893,West Ham,Wigan,4893,-0.116863548,-0.602142091,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.367700766,-0.997290992,-0.029411765
4894,Liverpool,Chelsea,4894,0.493399388,1.140733145,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.819724549,1.294909913,-0.058823529
4895,Tottenham,Man City,4895,1.103662327,1.478063835,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.734908455,1.210013583,-0.058823529
