id,HomeTeam,AwayTeam,Unnamed: 0,HTP,ATP,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,HTGD,ATGD,DiffFormPts
1050,Aston Villa,Man United,1050,-0.079877916,1.350627796,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.130215703,0.941175206,-0.166666667
1051,Blackburn,Arsenal,1051,0.423126686,1.669217893,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.158159016,1.614686088,-0.066666667
1052,Charlton,Newcastle,1052,0.548877838,1.159473738,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.158159016,0.604419763,0.066666667
1053,Everton,West Ham,1053,0.800380139,-0.688348822,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.206221469,-1.031249524,0.033333333
1054,Fulham,Southampton,1054,0.045873234,0.331139487,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.08215325,0.075232642,0.133333333
1055,Leeds,Middlesboro,1055,-0.142753493,0.07626741,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.178278156,0.123340562,-0.166666667
1056,Sunderland,Bolton,1056,-1.085887124,-0.688348822,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-1.283714581,-0.790709922,-0.166666667
1057,Man City,Birmingham,1057,0.10874881,-0.306040706,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.22634061,-0.694494083,-0.066666667
1058,Tottenham,Liverpool,1058,0.423126686,0.586011563,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.062034109,0.604419763,-0.1
1059,West Brom,Chelsea,1059,-0.960135973,0.713447603,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.091464768,0.893067285,-0.1
1060,Birmingham,West Brom,1060,-0.333408462,-1.050102739,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.683709117,-1.184884495,0.161290323
1061,Chelsea,Man City,1061,0.822690827,0.183149248,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.990724739,-0.207207406,0.096774194
1062,Man United,Fulham,1062,1.431164137,-0.001838549,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.990724739,-0.114095303,0
1063,Middlesboro,Charlton,1063,0.214217517,0.429799645,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.200019863,0.025572854,0.064516129
1064,Newcastle,Blackburn,1064,1.248622145,0.491462246,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.71165243,0.211797061,-0.064516129
1065,Southampton,Aston Villa,1065,0.335912179,-0.186826348,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.10699576,-0.207207406,0.032258065
1066,West Ham,Sunderland,1066,-0.637645118,-1.173427938,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.962781426,-1.371108702,0.225806452
1067,Arsenal,Everton,1067,1.552858801,0.738112643,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.502357306,0.165241008,0.064516129
1068,Liverpool,Leeds,1068,0.700996165,-0.248488947,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.665140378,-0.253763459,0.225806452
1069,Bolton,Tottenham,1069,-0.515950456,0.306474447,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.637197064,-0.020983199,0.096774194
1070,Aston Villa,Arsenal,1070,-0.158472386,1.597535121,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.166262543,1.467355583,-0.28125
1071,Bolton,Man City,1071,-0.394255794,0.104144043,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.571789492,-0.426893776,0.125
1072,Charlton,Leeds,1072,0.430986134,-0.314005459,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.059030207,-0.336691426,0.125
1073,Man United,Liverpool,1073,1.492011469,0.761236117,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.095376854,0.700635604,0.03125
1074,Middlesboro,West Brom,1074,0.195202726,-1.09056882,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.194205856,-1.193613755,0.34375
1075,Southampton,West Ham,1075,0.31309443,-0.552948032,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.104088756,-0.877905528,-0.15625
1076,Sunderland,Chelsea,1076,-1.160551869,0.880707404,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.382843391,1.151647357,-0.28125
1077,Tottenham,Birmingham,1077,0.254148578,-0.254269816,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.031086893,-0.652399652,-0.15625
1078,Everton,Newcastle,1078,0.666769542,1.298856906,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.149147306,0.83593913,-0.21875
1079,Fulham,Blackburn,1079,-0.040580682,0.402822258,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.211321093,0.024117976,-0.125
1080,Birmingham,Sunderland,1080,-0.279936565,-1.244433355,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.641425434,-1.420486333,0.272727273
1081,Blackburn,Charlton,1081,0.520298031,0.319554392,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.232437354,-0.19592109,0.242424242
1082,Chelsea,Bolton,1082,0.977574943,-0.317625801,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.193686418,-0.502062401,-0.03030303
1083,Leeds,Tottenham,1083,-0.165617338,0.319554392,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.073414623,-0.020983199,-0.03030303
1084,Liverpool,Fulham,1084,0.691776873,-0.143849384,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.538289329,-0.414593456,0.121212121
1085,Man City,Middlesboro,1085,0.063021118,0.261628921,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.466652875,0.285158111,-0.242424242
1086,Newcastle,Man United,1086,1.206213398,1.535989307,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.800448163,1.203582043,-0.121212121
1087,West Brom,Everton,1087,-1.080171163,0.725032697,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.253129384,0.153954692,-0.242424242
1088,West Ham,Aston Villa,1088,-0.508575023,-0.201774857,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.816197991,-0.19592109,0.272727273
1089,Arsenal,Man United,1089,1.549171083,1.535989307,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.455845254,1.203582043,-0.090909091
1090,Tottenham,Man City,1090,0.326964042,0.016297509,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.013971657,-0.487913013,0
1091,Aston Villa,Chelsea,1091,-0.172341998,1.02828958,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.155660532,1.167565419,-0.264705882
1092,Bolton,West Ham,1092,-0.338777344,-0.545920308,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-0.494924906,-0.827498332,0
1093,Charlton,Birmingham,1093,0.271485592,-0.208589618,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.198068579,-0.572809343,-0.235294118
1094,Everton,Liverpool,1094,0.826270083,0.747180672,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.226011892,0.57329111,-0.117647059
1095,Fulham,Newcastle,1095,-0.172341998,1.084511362,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.45251686,0.57329111,-0.058823529
1096,Man United,Blackburn,1096,1.602968366,0.578515327,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.37102916,0.23370579,0.088235294
1097,Middlesboro,Arsenal,1097,0.271485592,1.478063835,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.310827986,1.379806243,0.088235294
1098,Southampton,Leeds,1098,0.382442491,-0.208589618,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.141195797,-0.105879528,0.147058824
1099,Sunderland,West Brom,1099,-1.226432528,-1.164359908,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.427901941,-1.294428146,0
1100,Birmingham,Southampton,1100,-0.070895692,0.276524041,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-0.439188616,0.061487521,0.085714286
1101,Blackburn,Bolton,1101,0.521931163,-0.26963041,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.17875721,-0.474572161,-0.085714286
1102,Chelsea,Everton,1102,0.953077965,0.713447603,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.126274145,0.143958241,0.142857143
1103,Liverpool,Charlton,1103,0.845291265,0.167293151,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.631917485,-0.30963072,0.314285714
1104,Man City,Sunderland,1104,0.144677711,-1.307323868,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.35679584,-1.464220806,0.2
1105,Newcastle,Aston Villa,1105,1.006971316,-0.105784075,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.549524706,-0.14468928,0
1106,West Brom,Tottenham,1106,-0.987082647,0.221908597,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.18072361,-0.103453919,-0.028571429
1107,West Ham,Middlesboro,1107,-0.555935845,0.167293151,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.809956113,0.185193602,-0.057142857
1108,Leeds,Fulham,1108,-0.232575742,-0.105784075,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.109617509,-0.433336801,0
1109,Birmingham,Middlesboro,1109,-0.070895692,0.167293151,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.439188616,0.185193602,0.028571429
1110,Bolton,Arsenal,1110,-0.237066856,1.478063835,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.426600832,1.382164474,0.027777778
1111,Charlton,Southampton,1111,0.129707335,0.203703447,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.306444698,0.019106735,-0.111111111
1112,Chelsea,Fulham,1112,1.020444654,-0.167984998,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.215532987,-0.502062401,0.25
1113,Everton,Aston Villa,1113,0.653670464,-0.114886648,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.054023701,-0.141252999,-0.027777778
1114,Leeds,Blackburn,1114,-0.132274229,0.469195195,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.026080388,0.139376535,0
1115,Sunderland,Newcastle,1115,-1.284993112,0.94708034,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.50800603,0.500185937,-0.111111111
1116,West Brom,Liverpool,1116,-1.023011548,0.89398199,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.187589674,0.620455737,-0.25
1117,Man City,West Ham,1117,0.23449996,-0.486575095,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.22634061,-0.782691936,-0.027777778
1118,Tottenham,Man United,1118,0.339292587,1.584260535,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.026080388,1.34207454,-0.166666667
1119,Aston Villa,Sunderland,1119,-0.079877916,-1.336148686,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.106184476,-1.544400674,0.194444444
1120,Blackburn,West Brom,1120,0.574367937,-1.105099111,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.20881944,-1.425214384,0.189189189
1121,Fulham,Everton,1121,-0.139354813,0.703114952,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.453663023,0.057029645,-0.135135135
1122,Liverpool,Man City,1122,0.982209507,0.134819102,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.871301904,-0.294028151,0.135135135
1123,Man United,Charlton,1123,1.644952058,0.186482361,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.416875697,-0.294028151,0.27027027
1124,Middlesboro,Tottenham,1124,0.064565972,0.23814562,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.052941213,-0.138002464,-0.081081081
1125,Newcastle,Birmingham,1125,1.033189703,0.083155843,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.55954545,-0.294028151,-0.216216216
1126,Southampton,Bolton,1126,0.217506561,-0.278486969,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.052941213,-0.450053838,-0.081081081
1127,West Ham,Chelsea,1127,-0.343275598,0.961431246,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.687480363,1.149209456,-0.054054054
1128,Arsenal,Leeds,1128,1.390051077,-0.22682371,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.338936584,-0.098996043,-0.027027027
1129,Arsenal,Southampton,1129,1.390051077,0.186482361,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1.338936584,0.018023223,0.027027027
1130,Birmingham,West Ham,1130,0.052491715,-0.282565648,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.28958068,-0.666642128,0.052631579
1131,Bolton,Middlesboro,1131,-0.245339958,0.119863948,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.403412805,0.168916486,0.052631579
1132,Charlton,Fulham,1132,0.15176894,-0.08135085,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.365468764,-0.40078257,-0.105263158
1133,Chelsea,Liverpool,1133,0.896348123,0.874419441,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.114348876,0.776595479,-0.131578947
1134,Everton,Man United,1134,0.648155062,1.679278633,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.013971657,1.460234344,-0.184210526
1135,Leeds,Aston Villa,1135,-0.09642412,-0.08135085,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.023972385,-0.134923009,-0.026315789
1136,Man City,Southampton,1136,0.251046164,0.119863948,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.213692596,-0.172902947,0.157894737
1137,Sunderland,Arsenal,1137,-1.337389425,1.427760136,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.503790025,1.460234344,-0.210526316
1138,Tottenham,Blackburn,1138,0.201407553,0.522293545,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.251636637,0.168916486,-0.105263158
1139,West Brom,Newcastle,1139,-1.039557752,1.075634239,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1.352013856,0.548715856,-0.078947368
1140,Arsenal,Everton,1140,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1141,Birmingham,Tottenham,1141,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1142,Blackburn,Wolves,1142,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1143,Fulham,Middlesbrough,1143,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1144,Leicester,Southampton,1144,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1145,Man United,Bolton,1145,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1146,Portsmouth,Aston Villa,1146,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1147,Charlton,Man City,1147,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1148,Leeds,Newcastle,1148,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1149,Liverpool,Chelsea,1149,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
1150,Bolton,Blackburn,1150,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-2.869775538,2.865492015,-1.5
1151,Chelsea,Leicester,1151,0.548877838,-1.389247036,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.734908455,-0.020983199,1
1152,Everton,Fulham,1152,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.706965142,0.700635604,-1.5
1153,Man City,Portsmouth,1153,0.548877838,0.522293545,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2.176782052,0.700635604,0
1154,Newcastle,Man United,1154,-1.337389425,0.522293545,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.013971657,2.865492015,-1
1155,Southampton,Birmingham,1155,-1.337389425,0.522293545,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.013971657,0.700635604,-1
1156,Tottenham,Leeds,1156,-2.280523057,-1.389247036,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.706965142,-0.020983199,-0.5
1157,Wolves,Charlton,1157,-2.280523057,-2.345017326,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-2.869775538,-2.185839609,0
1158,Aston Villa,Liverpool,1158,-2.280523057,-2.345017326,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.706965142,-0.742602002,0
1159,Middlesbrough,Arsenal,1159,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.706965142,0.700635604,-1.5
1160,Blackburn,Man City,1160,0.23449996,0.203703447,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.936469786,1.422254408,0
1161,Charlton,Everton,1161,-0.394255794,-0.433476746,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.494596189,0.460096003,0
1162,Leeds,Southampton,1162,-1.651767303,-1.070656938,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.466652875,-0.020983199,-0.333333333
1163,Leicester,Middlesbrough,1163,-1.651767303,-2.345017326,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.466652875,-2.426379211,0.333333333
1164,Portsmouth,Bolton,1164,0.23449996,-1.707837133,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.494596189,-1.945300008,1
1165,Arsenal,Aston Villa,1165,1.492011469,-1.707837133,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2.417094319,-0.502062401,1.666666667
1166,Liverpool,Tottenham,1166,-1.651767303,-0.433476746,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.466652875,-0.020983199,-0.666666667
1167,Man United,Wolves,1167,1.492011469,-2.345017326,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2.417094319,-3.869616818,2
1168,Aston Villa,Leicester,1168,-1.651767303,-1.707837133,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.466652875,-0.502062401,0
1169,Bolton,Charlton,1169,-1.651767303,-0.433476746,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-1.908526472,0.460096003,-0.666666667
1170,Chelsea,Blackburn,1170,1.020444654,-0.433476746,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.734908455,1.061445006,0.75
1171,Everton,Liverpool,1171,-0.394255794,-1.389247036,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.374440056,-0.381792601,0.5
1172,Middlesbrough,Leeds,1172,-1.808956241,-1.389247036,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.78837034,-0.381792601,-0.25
1173,Newcastle,Birmingham,1173,-1.808956241,1.00017869,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.706965142,0.700635604,-1.5
1174,Tottenham,Fulham,1174,-0.394255794,0.522293545,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.013971657,0.700635604,-0.5
1175,Wolves,Portsmouth,1175,-2.280523057,1.00017869,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-3.230243937,1.78306381,-1.75
1176,Man City,Arsenal,1176,1.020444654,1.95594898,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.455845254,2.504682613,-0.5
1177,Southampton,Man United,1177,-0.86582261,1.95594898,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.013971657,2.143873211,-1.5
1178,Arsenal,Portsmouth,1178,1.963578285,1.00017869,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2.537250452,1.78306381,0.5
1179,Blackburn,Liverpool,1179,-0.394255794,-1.389247036,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1.095376854,-0.381792601,0.5
1180,Bolton,Middlesbrough,1180,-1.526016152,-1.96270921,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-2.293026099,-1.752868327,0.2
1181,Charlton,Man United,1181,-0.394255794,1.095755719,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.302346376,1.422254408,-0.8
1182,Chelsea,Tottenham,1182,1.492011469,-0.815784862,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.167470534,-0.886925763,1.2
1183,Everton,Newcastle,1183,-0.771509246,-1.580401094,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.562777782,-0.598278242,0.4
1184,Southampton,Wolves,1184,-0.017002341,-1.96270921,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.302346376,-2.618810891,1
1185,Birmingham,Fulham,1185,0.737504564,0.331139487,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.590721095,0.556311844,0.2
1186,Man City,Aston Villa,1186,0.360251111,-0.815784862,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.879095815,-0.30963072,0.6
1187,Leicester,Leeds,1187,-1.526016152,-0.433476746,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.851152502,-0.020983199,-0.6
1188,Aston Villa,Charlton,1188,-0.771509246,-0.433476746,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.274403063,0.267664322,-0.2
1189,Fulham,Man City,1189,0.360251111,0.331139487,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.590721095,0.844959365,0
1190,Leeds,Birmingham,1190,-0.708633672,1.159473738,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.947277409,0.941175206,-1
1191,Liverpool,Leicester,1191,0.23449996,-0.752066843,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.975220722,0.219556403,0.5
1192,Newcastle,Bolton,1192,-1.337389425,-0.752066843,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.466652875,-1.464220806,-0.333333333
